clues,clues_nombre,jurisdiccion,municipio,localidad,tipologia,empresa_clave,tipo_clues,empresa_nombre,director_unidad,administrador,encargado_almacen,coordinador_comision_abasto,lugar_entrega
CSSSA007815,NUEVA LIBERTAD,3,TZIMOL,NUEVA LIBERTAD,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007820,UNIÓN JUÁREZ,7,UNIÓN JUÁREZ,UNIÓN JUÁREZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007832,TRINIDAD,7,UNIÓN JUÁREZ,TRINIDAD,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007844,VENUSTIANO CARRANZA,1,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,"RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007861,GUADALUPE VICTORIA,1,VENUSTIANO CARRANZA,GUADALUPE VICTORIA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007885,MARIANO MATAMOROS,1,VENUSTIANO CARRANZA,MARIANO MATAMOROS,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007890,SAN FRANCISCO PUJILTIC,1,VENUSTIANO CARRANZA,SAN FRANCISCO PUJILTIC,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007902,LAJA TENDIDA,1,VENUSTIANO CARRANZA,PRESIDENTE ECHEVERRÍA (LAJA TENDIDA),"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007914,PARAÍSO DEL GRIJALVA,1,VENUSTIANO CARRANZA,PARAÍSO DEL GRIJALVA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007926,SAN ANTONIO LA SIDRA (31 DE DICIEMBRE),1,VENUSTIANO CARRANZA,TREINTA Y UNO DE DICIEMBRE,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007931,VILLACORZO,4,VILLA CORZO,VILLA CORZO,"RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007943,SN. PEDRO BUENAVISTA,4,VILLA CORZO,SAN PEDRO BUENAVISTA,"RURAL DE 02 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007955,LA LIBERTAD,4,VILLA CORZO,LA LIBERTAD,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007960,EL PARRAL,4,VILLA CORZO,EL PARRAL,"RURAL DE 02 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007972,SAN JULIÁN,4,VILLA CORZO,SAN JULIÁN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007984,LOMA BONITA,4,VILLA CORZO,LOMA BONITA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA007996,OCOTAL LAS MARAVILLAS,4,VILLA CORZO,OCOTAL MARAVILLAS,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008001,LOS AMATES,4,VILLA CORZO,LOS AMATES,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008013,TIERRA SANTA,4,VILLA CORZO,TIERRA SANTA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008025,24 DE FEBRERO,4,VILLA CORZO,VEINTICUATRO DE FEBRERO,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008030,FRANCISCO I. MADERO,4,VILLA CORZO,FRANCISCO I. MADERO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008042,COL. LA FRAYLESCA,4,VILLA CORZO,LA FRAYLESCA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008066,DR. BELISARIO DOMÍNGUEZ,4,VILLA CORZO,DOCTOR BELISARIO DOMÍNGUEZ (EL CHICHONAL),"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008071,RIBERA BUENAVISTA,4,VILLA CORZO,RIVERA BUENAVISTA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008083,24 DE DICIEMBRE,4,VILLA CORZO,VEINTICUATRO DE DICIEMBRE,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008095,AGUA DULCE II,4,VILLA CORZO,AGUA DULCE DOS,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008100,UNIÓN DEL CARMEN,4,VILLA CORZO,UNIÓN DEL CARMEN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008112,OFICINA JURISDICCIONAL (VILLAFLORES),4,VILLAFLORES,VILLAFLORES,"OFICINAS ADMINISTRATIVAS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008124,VILLAFLORES,4,VILLAFLORES,VILLAFLORES,"URBANO DE 06 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008136,CALZADA LARGA,4,VILLAFLORES,CALZADA LARGA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008141,CRISTÓBAL OBREGÓN,4,VILLAFLORES,CRISTÓBAL OBREGÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008153,DR. DOMINGO CHANONA,4,VILLAFLORES,DOCTOR DOMINGO CHANONA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008165,JESÚS MA. GARZA,4,VILLAFLORES,JESÚS MARÍA GARZA,"RURAL DE 02 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008170,MIGUEL HIDALGO,4,VILLAFLORES,MIGUEL HIDALGO (CONCEPCIÓN),"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008182,HORACIO GRAJALES,4,VILLAFLORES,HORACIO GRAJALES,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008194,RIBERA HORIZONTE,4,VILLAFLORES,RIBERA HORIZONTE,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008206,ROBLADA GRANDE,4,VILLAFLORES,ROBLADA GRANDE,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008211,TIERRA Y LIBERTAD,4,VILLAFLORES,TIERRA Y LIBERTAD,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008223,TRES PICOS,4,VILLAFLORES,TRES PICOS,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008235,EL SABINO,4,VILLAFLORES,EL SABINO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008240,SOMBRA DE LA SELVA,4,VILLAFLORES,LA SOMBRA DE LA SELVA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008252,EL PORTILLO,4,VILLAFLORES,EL PORTILLO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008276,YAJALÓN,6,YAJALÓN,YAJALÓN,"URBANO DE 05 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008310,LA LAGUNA,6,YAJALÓN,LA LAGUNA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008375,CHIQUINIVALVO,2,ZINACANTÁN,CHIQUINIVALVO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008380,NACHING,2,ZINACANTÁN,NACHIG,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008392,NAVENCHAUC,2,ZINACANTÁN,NAVENCHAUC,"RURAL DE 02 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008421,CHACTOJ,2,ZINACANTÁN,CHAJTOJ,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008433,CHILOLJÁ,2,SAN JUAN CANCUC,CHILOLJÁ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008445,CHACTÉ,2,SAN JUAN CANCUC,CHACTÉ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008450,ONILTIC,2,SAN JUAN CANCUC,ONILTIC,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008491,ARROYO DELICIAS,6,BENEMÉRITO DE LAS AMÉRICAS,ARROYO DELICIAS,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008503,NUEVO VERACRUZ,6,BENEMÉRITO DE LAS AMÉRICAS,NUEVO VERACRUZ,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008515,QUETZALCÓALT,6,BENEMÉRITO DE LAS AMÉRICAS,QUETZALCÓATL 1RA. SECCIÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008520,GUADALUPE MIRAMAR,3,MARAVILLA TENEJAPA,GUADALUPE MIRAMAR,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008532,SANTA MARGARITA AGUA AZUL,3,LAS MARGARITAS,SANTA MARGARITA AGUA AZUL,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008556,SAN MATEO ZAPOTAL,3,LAS MARGARITAS,SAN MATEO ZAPOTAL,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008590,BOCA DE CHAJUL,6,MARQUÉS DE COMILLAS,BOCA DE CHAJUL,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008614,QUIRINGUICHARO,6,MARQUÉS DE COMILLAS,QUIRINGUICHARO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008631,LAGUNA DEL COFRE,4,MONTECRISTO DE GUERRERO,LAGUNA DEL COFRE,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008643,LA LUCHA,4,MONTECRISTO DE GUERRERO,LA LUCHA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008655,SAN NICOLÁS PLAN DE AYUTLA,4,MONTECRISTO DE GUERRERO,SAN NICOLÁS PLAN DE AYUTLA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008672,PEDREGAL SAN ÁNGEL,1,CHIAPA DE CORZO,CHIAPA DE CORZO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008684,CAHUARE,1,CHIAPA DE CORZO,CHIAPA DE CORZO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008696,EMILIANO ZAPATA,1,JIQUIPILAS,JIQUIPILAS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008701,BASHEQUÉM,2,CHAMULA,BASHEQUEN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008713,CHAONIL,2,OXCHUC,CHAONIL,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008725,LELENCHIG,2,OXCHUC,LELENCHIJ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008754,SANTA RITA,4,ANGEL ALBINO CORZO,SANTA RITA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008771,MONTEBELLO ALTAMIRA,4,MONTECRISTO DE GUERRERO,MONTECRISTO DE GUERRERO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008824,TIEMOPA,6,SALTO DE AGUA,TIEMOPA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008841,ISRAEL,9,OCOSINGO,ISRAEL,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008853,SAN JOSÉ LA SOLEDAD,9,OCOSINGO,SAN JOSÉ LA SOLEDAD,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008870,SAN QUINTÍN,9,OCOSINGO,SAN QUINTÍN,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008882,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD CIUDAD SALUD,7,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"HOSPITAL ESPECIALIZADO
",exfarma,3,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008894,HOSPITAL DE ESPECIALIDADES PEDIÁTRICAS,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"HOSPITAL ESPECIALIZADO
",exfarma,3,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008923,TZUBET,2,LARRÁINZAR,TZUTZBÉN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008935,CORAZÓN DE MARÍA,2,SAN CRISTÓBAL DE LAS CASAS,CORAZÓN DE MARÍA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008952,TZAJALCHÉM,2,OXCHUC,TZAJALCHÉN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008964,JARDÍN DEL NUEVO EDÉN,2,TEOPISCA,JARDÍN DEL NUEVO EDÉN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008976,GALILEA,2,TEOPISCA,GALILEA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008981,EMILIANO ZAPATA,4,VILLA CORZO,EMILIANO ZAPATA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA008993,ESPINAL BUENAVISTA,4,VILLAFLORES,ESPINAL BUENAVISTA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009005,EMILIANO ZAPATA,4,MONTECRISTO DE GUERRERO,EMILIANO ZAPATA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009010,MONTERREY,4,LA CONCORDIA,MONTERREY,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009022,LA PAZ DE SABINES,4,ANGEL ALBINO CORZO,LA PAZ,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009034,MELCHOR OCAMPO,4,VILLAFLORES,LIBERTAD MELCHOR OCAMPO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009046,MANUEL ÁVILA CAMACHO,4,VILLA CORZO,MANUEL ÁVILA CAMACHO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009051,TS'AKIBILJOK,2,TENEJAPA,TZ'AQUIVILJOK,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009063,CALLEJÓN,2,CHAMULA,CALLEJÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009075,EL ROSARIO,1,COPAINALÁ,EL ROSARIO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009080,NUEVA PALESTINA,1,CHIAPA DE CORZO,NUEVA PALESTINA (NANDAYACUTI),"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009092,FRANCISCO SARABIA,1,CHIAPA DE CORZO,FRANCISCO SARABIA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009104,UNIÓN AGRARISTA,1,JIQUIPILAS,UNIÓN AGRARISTA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009121,CHIAPILLA,1,CHIAPILLA,CHIAPILLA,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009133,AQUILES SERDÁN,1,OCOZOCOAUTLA DE ESPINOSA,APIC PAC,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009145,IGNACIO ZARAGOZA,1,OCOZOCOAUTLA DE ESPINOSA,IGNACIO ZARAGOZA (EL MORRO),"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA009150,VICENTE GUERRERO,1,JIQUIPILAS,VICENTE GUERRERO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012225,CARAVANA TIPO 0 CONOILJA,2,OXCHUC,CONOILJA,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012230,CARAVANA TIPO 0 SAN JUAN BAUTISTA,3,LAS MARGARITAS,SAN JUAN BAUTISTA,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012242,CARAVANA TIPO 0 PACANAM,2,CHALCHIHUITÁN,PACANAM,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012254,CARAVANA TIPO 0 SAN ANTONIO DE LOS MONTES,3,LAS MARGARITAS,SAN ANTONIO LOS MONTES,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012266,CARAVANA TIPO 0 SANTA ANA LAS FLORES,3,LAS MARGARITAS,SANTA ANA LAS FLORES,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012271,CARAVANA TIPO 0 CALVARIO LAS DELICIAS,6,YAJALÓN,CALVARIO LAS DELICIAS,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012283,CARAVANA TIPO 0 SAN MIGUEL CHIPTIC,9,ALTAMIRANO,SAN MIGUEL CHIPTIC,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012295,CARAVANA TIPO 0  MORELIA (VICTORICO RODULFO GRAJALES),9,ALTAMIRANO,MORELIA (VICTÓRICO RODOLFO GRAJALES),"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012300,CARAVANA TIPO 0 NUEVO SUSHILA,9,OCOSINGO,SUSCHILA NUEVO,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012312,CARAVANA TIPO 0 SHASHIJA,6,YAJALÓN,SHASHIJÁ,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012324,CARAVANA TIPO 0 CALVARIO BAHUITZ,6,YAJALÓN,CALVARIO BAHUITZ,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012336,CARAVANA TIPO 0 SOMBRA GRANDE,6,TUMBALÁ,SOMBRA GRANDE,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012341,CARAVANA TIPO 0 TULAQUIL,6,YAJALÓN,TULAQUIL,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA012353,CARAVANA TIPO 0 JOCHOMPAT CARMEN GRANDE,5,SIMOJOVEL,JOCHAMPAT CARMEN GRANDE (LAS LAMINAS),"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
